Time,UUID,RSSI,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-63,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-65,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-66,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-66,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-67,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-82,
20220321 06:10:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-92,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-66,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-66,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-78,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-79,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-81,
20220321 06:10:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-83,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-64,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-66,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-66,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-67,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 06:10:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 06:10:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-65,
20220321 06:10:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
20220321 06:10:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:10:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-70,
20220321 06:10:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-75,
20220321 06:10:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 06:10:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-64,
20220321 06:10:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-66,
20220321 06:10:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-68,
20220321 06:10:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-69,
20220321 06:10:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 06:10:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-74,
20220321 06:10:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60,
20220321 06:10:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 06:10:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-67,
20220321 06:10:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-68,
20220321 06:10:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-80,
20220321 06:10:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-80,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-69,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-72,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 06:11:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-83,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-70,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-73,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-73,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-76,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 06:11:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-84,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-64,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-70,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-76,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-77,
20220321 06:11:13,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-83,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-63,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-63,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-67,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-69,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-73,
20220321 06:11:18,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-74,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-64,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-66,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-67,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-68,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 06:11:23,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-80,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-64,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-66,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-67,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-68,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-70,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 06:11:28,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-80,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-63,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-65,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-66,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-68,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 06:11:33,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-79,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-63,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-71,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-75,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-76,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-77,
20220321 06:11:38,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-84,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-63,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-71,
20220321 06:11:43,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-61,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-75,
20220321 06:11:48,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-86,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-70,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 06:11:53,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-89,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-59,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-65,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-78,
20220321 06:11:58,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-53,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-55,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 06:12:03,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-78,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-53,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-70,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:12:08,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-89,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-55,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-55,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-61,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-77,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-78,
20220321 06:12:14,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-82,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-57,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-71,
20220321 06:12:19,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-90,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-58,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-63,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-70,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 06:12:24,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-55,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-60,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-69,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-77,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 06:12:29,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-79,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-58,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-58,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-60,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-63,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-71,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-74,
20220321 06:12:34,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-79,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-53,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-54,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a964,-77,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a962,-78,
20220321 06:12:39,e20a39f4-73f5-4bc4-a12f-17d1ad07a967,-80,
20220321 06:12:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a965,-59,
20220321 06:12:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a961,-59,
20220321 06:12:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a963,-62,
20220321 06:12:44,e20a39f4-73f5-4bc4-a12f-17d1ad07a966,-68,
